UniqueCount	AmbigCount
0	6
0	0
0	839
0	0
0	1
0	3
0	0
0	6
0	6
0	0
0	0
0	0
0	0
0	48
0	14
0	10
0	18
0	10
0	31
2	7
5	297
0	70
0	36
120	54
0	31
0	200
0	28
0	18
1	52
0	0
0	0
0	0
4	1102
0	145
0	160
0	147
0	132
0	97
11	39
0	0
0	81
0	0
0	0
0	0
0	1
0	24
0	1
0	11
0	60
5	45
0	13
7	24
0	313
0	225
0	222
0	192
0	213
0	166
1	67
1	187
0	167
1	46
0	53
0	30
1	19
1	40
0	45
1	34
0	0
0	0
0	13
0	2
0	433
0	4
0	0
0	15
0	2
0	3
1	35
0	5
0	2
0	92
0	11
0	0
0	12
0	75
0	12
0	14
0	0
0	0
0	6932
91	15442
1	61772
5	1
1	17077
0	192
401	28380
0	16015
0	0
0	2
10	1692
0	17
0	0
0	0
0	52
0	21
0	20
0	20
0	21
0	18
0	77
1	71
0	18
0	18
0	31
0	18
0	20
0	20
0	21
0	77
0	71
2	12
0	7
1	7
0	11
0	1
2	1
0	3
0	4
0	5
0	4
0	4
0	2
0	6
5	27
0	5
2	5
0	51
10	23
0	23
0	1
49	26
0	9
0	62
0	59
14	101
4	98
0	190
5	134
0	95
0	109
3	25
0	86
0	110
0	84
0	95
0	17
0	71
0	70
0	28
0	80
0	99
0	99
0	62
0	31
3	66
0	56
0	73
0	85
0	99
0	86
0	101
0	79
0	71
0	81
0	62
0	39
0	75
0	90
0	69
0	37
0	18
0	62
0	29
0	53
0	14
0	1
0	1
0	45
0	25
0	37
0	1
0	0
0	0
1	5
0	4
0	0
0	0
0	0
0	2
0	2
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	2
0	0
0	2
60	1523
5	645
38	1426
0	0
1	377
7	63
141	127
42	54
13	73
15	15
15	49
0	45
1	48
0	4
0	13
0	2
0	2
0	2
0	0
6	0
1	60
3	54
4	53
1	40
0	6240
0	4763
229	6240
0	5
0	0
0	3191
1	3103
0	2972
0	3060
0	140
3	151
9	99
0	49
17	118
91	831
0	124
1	76
0	75
0	48
0	75
0	87
0	76
1	78
0	76
4	52
0	53
10	0
4	4
0	0
0	159
2	142
0	145
0	146
20	133
0	141
12	167
0	32
1	113
0	59
0	39
0	38
0	28
0	27
0	19
0	15
0	9
2	13
0	3
3	8
0	0
0	0
0	0
0	0
2	0
0	4
0	0
0	0
1	12
0	0
0	0
0	0
0	0
0	0
0	210
2	308
13	164
1	174
1	58
0	62
0	74
0	70
2	68
0	78
0	50
0	66
0	44
0	47
0	58
0	58
1	58
1	22
0	1672
0	1615
0	1537
71	927
7	858
1	567
0	447
303	0
1	4
0	3
6	8
0	7
1	6
4	0
0	718
0	744
0	724
2	463
0	505
0	399
0	434
2	136
0	383
0	275
0	110
0	162
0	209
0	177
4	176
1	39
0	83
0	75
1	110
8	29
2	2
3	2
0	49
0	42
6	46
0	44
1	6
1	46
0	2
0	18
17	736
3	764
12	556
0	541
2	32
2	101
1	133
4	37
50	155
0	88
34	69
0	70
0	2
0	0
6	149
0	65
0	41
0	86
0	34
0	111
0	84
0	869
0	1188
0	1186
0	946
0	330
0	1072
0	1193
0	946
38	912
7	743
0	937
0	1184
0	965
0	891
0	1043
0	1078
0	483
0	309
1	308
0	851
0	313
0	407
0	311
0	216
0	266
0	411
0	94
3	145
0	370
0	243
0	240
0	318
0	275
0	275
0	40
1	32
0	192
0	247
0	231
2	185
0	187
0	205
0	139
0	112
0	120
0	135
0	30
0	46
2	2
0	0
6	0
2	147
179	179
1	71
57	0
0	530
14	530
0	114
0	141
4	91
1	39
9	45
0	0
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	889
1	854
12	857
0	881
13	256
0	55
0	0
0	1063
7	1296
3	1087
5	729
0	1918
0	1244
1	1498
0	1522
0	687
0	815
0	294
0	308
3	230
2	329
0	483
22	94
0	198
7	48
3	104
0	314
0	315
0	355
0	349
0	331
0	346
0	297
0	296
0	317
0	32
0	310
0	321
0	327
0	170
3	782
0	476
22	670
10	157
6	323
1	177
0	5
40	178
0	10
0	10
0	10
0	1
0	1
0	0
0	2
0	0
0	1
0	0
0	1
0	1
0	9
0	10
1	1
20	175
0	10
4	5
2	798
0	560
40	732
2	183
40	473
56	411
0	8
0	11
0	7
0	888
8	771
0	880
0	790
1	819
0	77
0	193
1	250
0	0
0	0
1	0
87	1017
3	762
0	333
288	179
0	12
4	239
0	0
15	0
0	0
51	0
21	495
0	460
0	495
0	493
0	449
0	483
0	500
7	38
0	55
0	477
1	75
0	419
0	33
1	19
0	78
0	494
1	310
0	58
0	463
3	421
1	31
7	38
0	414
2	60
3	28
0	37
2	82
0	172
0	126
8	165
0	103
1	83
0	0
0	3
2	3
0	3
0	3
0	0
0	3
0	2
0	0
0	2
0	1236
0	1145
0	1099
0	983
0	907
0	986
0	986
0	986
0	282
2	0
0	269
3	1783
0	1763
26	696
9	331
0	1
0	0
0	1
6	1169
0	1065
0	299
1	934
0	1024
0	931
0	1018
0	1056
0	1026
0	968
6	102
0	222
0	137
0	73
0	318
0	112
0	132
0	196
2	207
1	138
1	50
0	20
0	19
69	1000
1	0
1	5
1	0
0	0
0	267
10	49
0	255
0	179
0	1572
0	1544
4	1473
2	843
2	105
0	397
1	235
0	172
0	331
0	209
1	148
0	225
8	321
0	275
1	266
5	168
3	7
0	5206
0	5936
0	6156
0	5674
2	5736
1	5882
0	5656
0	5241
0	5870
0	5733
0	3036
0	5860
0	5843
0	5739
0	5803
0	5643
0	5588
0	4971
2	5248
0	4818
1	5080
2	4933
0	3456
0	3142
16	1198
0	2097
2	1485
1	953
0	120
0	473
1	0
0	2
0	1
0	0
1	2
1	1
1	0
0	0
1	2
0	2
0	2
0	0
0	0
1	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
2	18
0	0
0	0
0	21
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	27
0	0
0	0
0	0
0	0
0	0
0	0
1	172
0	33
0	12
0	16
0	16
0	10
0	143
2	16
0	133
0	26
0	40
0	28
1	40
0	28
0	48
0	41
0	33
0	20
0	17
0	35
0	15
0	126
1	37
0	106
0	86
0	19
1	22
2	0
1	0
0	191
0	246
5	301
0	328
0	267
48	370
0	280
0	381
0	379
0	389
4	371
0	253
0	301
0	0
0	0
0	0
0	23
460	48
0	0
0	12
3	25
0	6
1	6
0	44
0	44
1	45
0	6
11	22
0	10
14	35
0	37
6	11
0	5
0	3
0	0
14	0
0	0
1	1
0	1153
0	392
0	1371
0	608
9	99
2	1107
1	533
115	820
5	382
0	337
0	349
0	311
0	298
0	135
2	68
1	37
0	36
3	39
11	2
0	63
1	56
0	56
0	67
0	49
0	45
0	31
1	0
0	0
0	371
0	351
0	282
1	88
2	29
0	25
3	30
0	56
0	102
4	37
1	7
0	13
1	0
0	38
1	38
0	129
2	37
93	155
7	67
58	172
0	42
0	808
1	982
39	978
0	982
0	896
4	2035
0	1620
11	556
0	635
164	826
229	2228
0	2019
0	401
0	808
7	1
2	439
8	39
30	0
0	0
2	128
0	136
0	488
1	482
0	499
0	487
0	190
0	497
0	158
0	78
0	69
0	93
0	470
4	54
1	415
0	0
0	2
0	1
0	2
0	1
0	1
0	0
0	1
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	10
0	11
0	8
0	0
0	6
0	1
0	1
0	0
0	0
0	3
2	3
0	3
0	2
0	3
0	3
0	3
43	386
0	386
22	264
12	264
81	83
1	165
0	90
0	49
0	32
0	138
0	101
2	43
0	324
0	294
0	137
0	295
0	301
0	96
0	90
0	97
0	117
0	303
1	48
1	12
0	105
0	62
1	0
0	0
1	86
0	10
0	197
0	165
0	204
0	357
0	130
0	5
0	244
0	5
0	254
0	291
1	312
0	294
0	164
0	210
0	205
0	209
0	207
0	262
0	198
0	57
0	87
0	36
0	183
0	161
3	57
0	152
0	39
0	0
0	4
0	0
0	0
0	9
0	3
0	9
1	2
691	196
0	192
0	75
0	0
0	0
2	537
0	625
0	638
0	633
0	605
0	632
0	634
1	603
0	598
0	627
2	604
0	614
0	609
0	507
0	545
0	551
0	53
0	369
0	147
4	357
0	37
0	44
0	243
0	155
0	109
4	83
0	7
0	118
2	120
0	119
0	118
0	118
0	120
0	118
0	115
2	12
1	13
5	347
17	349
0	351
0	344
0	342
0	332
0	331
0	330
0	333
0	192
0	55
0	0
0	0
0	2
1	13
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	48
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	23
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1	41
0	44
0	133
1	142
2	138
0	118
0	6
0	13
9	13
0	70
0	7
0	347
0	362
0	2939
0	2958
1	2935
0	139
0	153
0	3
0	141
0	1
0	286
0	122
0	267
0	2904
0	434
0	3
0	879
0	2861
0	261
0	1421
0	2993
0	300
3	2946
1	453
0	281
0	952
0	2929
0	284
2	301
9	2863
1	258
0	99
0	2949
1	2929
0	878
0	973
1	237
0	82
0	2750
0	172
0	1014
0	1897
0	127
1	58
0	351
1	2411
0	2332
0	2438
1	5
0	0
0	5
0	1
0	3
0	0
0	3167
2913	6755
43	6756
0	6579
0	5264
1	4623
0	3171
0	3167
1	0
5	12
3	75
0	3
4	5
1	73
0	1
0	1
0	4
0	5
234	615
0	13
5	580
3	259
1	14
0	4
0	8
0	0
37	0
0	431
5	431
0	411
0	411
0	411
0	417
0	417
0	255
0	25
2	0
0	31
0	0
0	0
12	45
0	6
0	3
0	3
1	2
0	1
0	1
0	0
0	0
0	0
0	2
0	1
0	0
0	2
0	0
0	1
0	2
0	2
0	0
0	0
0	0
0	2
0	2
0	7
0	26
0	2
0	3
0	3
0	2
0	2
0	1
0	2
0	2
0	2
0	2
0	2
0	0
0	1
0	1
0	1
0	1
0	1
0	12
0	17
0	21
0	21
0	21
0	20
0	21
0	21
0	21
0	21
0	21
0	21
0	21
0	21
0	21
