"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lcl|KC207814.1_cds_AFY97909.1_1",109.766024011208,7.17076852990151,0.549754649861474,13.0435795890192,6.91334275191649e-39,4.28627250618822e-37
"lcl|KC207814.1_cds_AFY97911.1_3",208.794230820414,6.86742492575002,0.957057455665472,7.17556180676204,7.20108555674034e-13,4.46467304517901e-11
"lcl|KC207814.1_cds_AFY97917.1_5",4310.10569459544,12.4524506767326,1.08600782384096,11.4662624001097,1.94896640330234e-30,1.20835917004745e-28
"lcl|KC207814.1_cds_AFY97916.1_6",1575.10109143707,10.8432590529888,1.08041201647758,10.0362258912489,1.05638929459632e-23,6.54961362649719e-22
"lcl|KC207814.1_cds_AFY97918.1_7",1792.77235556376,10.9297036878263,0.766349478266,14.262035791499,3.77285505331776e-46,2.33917013305701e-44
"lcl|KC207814.1_cds_AFY97925.1_14",389.853119164011,8.52577588715356,0.727274460842534,11.722913901413,9.726774301579e-32,6.03060006697898e-30
"lcl|KC207814.1_cds_AFY97926.1_15",135.81773503056,6.04874346147898,1.11293319197078,5.43495647817625,5.48098087948103e-08,3.39820814527824e-06
"lcl|KC207814.1_cds_AFY97927.1_16",651.161013851108,8.48948218149014,1.30507165515701,6.50499315339799,7.76969186730392e-11,4.81720895772843e-09
"lcl|KC207814.1_cds_AFY97928.1_17",51.1634554494358,5.01784616661637,1.02893628576241,4.87673166555525,1.07857998875651e-06,6.68719593029036e-05
"lcl|KC207814.1_cds_AFY97929.1_18",405.123209591643,7.90232060587177,1.41924580700729,5.56797178251671,2.57721546016675e-08,1.59787358530338e-06
"lcl|KC207814.1_cds_AFY97930.1_19",462.793260374964,8.17826974987994,1.34691545840685,6.07185083431538,1.26444358921084e-09,7.83955025310718e-08
"lcl|KC207814.1_cds_AFY97931.1_21",86.3863028203345,6.05608480408789,0.81901990935269,7.39430718952156,1.4214745008543e-13,8.81314190529665e-12
"lcl|KC207814.1_cds_AFY97933.1_22",27.8305535055023,4.63935183004517,1.04095296353833,4.45683137715988,8.31799798021777e-06,0.000515715874773502
"lcl|KC207814.1_cds_AFY97934.1_23",69.4991287209,5.4677538359949,1.30451875386037,4.19139534775915,2.77244066033837e-05,0.00171891320940979
"lcl|KC207814.1_cds_AFY97936.1_25",136.928136182599,6.03555206747148,1.48794624355526,4.0562971233761,4.985682893993e-05,0.00309112339427566
"lcl|KC207814.1_cds_AFY97937.1_26",359.226984433322,7.47701496182346,1.26707788384343,5.90099082081947,3.61325011503762e-09,2.24021507132332e-07
"lcl|KC207814.1_cds_AFY97915.1_28",456.192459529889,9.03921330403345,0.954353528542174,9.47155643448119,2.75704517519483e-21,1.70936800862079e-19
"lcl|KC207814.1_cds_AFY97914.1_29",404.619737080824,8.72064901590921,0.847330522325775,10.2919094569762,7.66412265268206e-25,4.75175604466288e-23
"lcl|KC207814.1_cds_AFY97990.1_30",1071.77775089493,10.3389859026229,0.954575767088344,10.8309746162518,2.45527942992708e-27,1.52227324655479e-25
"lcl|KC207814.1_cds_AFY97939.1_31",151.781279187328,7.25897600521924,0.760033440875122,9.55086396838154,1.2861913906145e-21,7.97438662180988e-20
"lcl|KC207814.1_cds_AFY97941.1_32",111.056472540387,6.38245885542021,1.03787464735836,6.14954693388562,7.77045905856285e-10,4.81768461630897e-08
"lcl|KC207814.1_cds_AFY97940.1_33",98.6896491180179,6.54268157930451,0.762443665639274,8.58119999438748,9.38884789360391e-18,5.82108569403442e-16
"lcl|KC207814.1_cds_AFY97942.1_34",45.9854611957988,5.16261890622168,0.712939279977187,7.2413164083018,4.44350377349008e-13,2.75497233956385e-11
"lcl|KC207814.1_cds_AFY97943.1_35",85.2319144378386,6.07158171567829,0.819484439526261,7.40902623994696,1.27230133059427e-13,7.8882682496845e-12
"lcl|KC207814.1_cds_AFY97913.1_36",406.567663713879,9.09934916415612,0.913483332482175,9.96115510879743,2.25428124285418e-23,1.39765437056959e-21
"lcl|KC207814.1_cds_AFY97944.1_37",39.7259626777121,4.33023856610878,1.10251078674655,3.92761560082972,8.57921874106803e-05,0.00531911561946218
"lcl|KC207814.1_cds_AFY97945.1_38",235.82678541616,7.07812959998553,1.34409568263879,5.26609057034499,1.3935955055894e-07,8.64029213465426e-06
"lcl|KC207814.1_cds_AFY97946.1_39",316.230281812325,7.41621101426733,1.43695075227203,5.16107528566392,2.4553540427544e-07,1.52231950650773e-05
"lcl|KC207814.1_cds_AFY97947.1_40",46.094354311398,5.08952855497769,1.11086852229386,4.58157599467144,4.61484841927374e-06,0.000286120601994972
"lcl|KC207814.1_cds_AFY97948.1_41",35.8978405010347,4.87663710369602,0.842245332859755,5.79004348666191,7.0368203159545e-09,4.36282859589179e-07
"lcl|KC207814.1_cds_AFY97949.1_42",26.5845977335626,4.41060664999243,1.05158388226577,4.19425090511014,2.7377481472001e-05,0.00169740385126406
"lcl|KC207814.1_cds_AFY97957.1_50",60.8525278702515,5.4499275383396,1.11116892135877,4.90467959783764,9.35799643869544e-07,5.80195779199118e-05
"lcl|KC207814.1_cds_AFY97966.1_59",61.7898333186179,5.81743789738976,0.563516372007072,10.3234585299977,5.51982695247786e-25,3.42229271053628e-23
"lcl|KC207814.1_cds_AFY97967.1_60",44.7636757675185,5.51468443487787,0.582103254014401,9.47372205334114,2.70045858782693e-21,1.6742843244527e-19
"lcl|KC207814.1_cds_AFY97969.1_61",174.620407594315,7.02106915375465,0.676411297475735,10.3798815601635,3.06154769952345e-25,1.89815957370454e-23
"lcl|KC207814.1_cds_AFY97968.1_62",64.5516974805899,5.73972644242604,0.897796056731482,6.39312948568976,1.62524516374741e-10,1.00765200152339e-08
"lcl|KC207814.1_cds_AFY97971.1_64",29.5071323337524,4.52928106532431,1.15269047019061,3.92931249321022,8.51890743842774e-05,0.0052817226118252
"lcl|KC207814.1_cds_AFY97980.1_73",251.724540543209,7.99519001055891,0.535148661903881,14.9401289393394,1.80625400809104e-50,1.11987748501644e-48
"lcl|KC207814.1_cds_AFY97983.1_74",343.563001311997,8.19631057674237,0.615807268742798,13.3098633172609,2.02852497248996e-40,1.25768548294378e-38
"lcl|KC207814.1_cds_AFY97981.1_75",99.5810111402874,6.32678203535796,0.577215636644655,10.960863901982,5.89340725723735e-28,3.65391249948716e-26
"lcl|KC207814.1_cds_AFY97982.1_76",530.053414866633,9.11295939032429,0.397650346182742,22.9170161117787,3.14398439209732e-116,1.94927032310034e-114
"lcl|KC207814.1_cds_AFY97984.1_77",685.110424727005,8.44982555063541,1.4734268676169,5.73481163968596,9.76207743635678e-09,6.0524880105412e-07
"lcl|KC207814.1_cds_AFY97989.1_80",155.786587529067,7.18169010293905,0.872798343772592,8.22834982923644,1.89810065432018e-16,1.17682240567851e-14
"lcl|KC207814.1_cds_AFY97988.1_81",93.5208950045832,6.67234720384052,0.776597648467968,8.59176848784359,8.5640814806995e-18,5.30973051803369e-16
"lcl|KC207814.1_cds_AFY97987.1_82",456.426225179537,8.99752975622768,0.61050738870892,14.7377901113619,3.68651805801301e-49,2.28564119596807e-47
